525,112,27.59
1027,112,27.55
1529,112,27.59
2031,112,27.55
2533,112,27.55
3035,112,27.59
3536,112,27.55
4039,112,27.53
4524,112,27.61
5026,112,27.53
5528,112,27.53
6030,112,27.59
6532,112,27.63
7033,112,27.61
7536,112,27.55
8038,112,27.55
8540,112,27.53
9025,112,27.55
9527,112,27.59
10029,112,27.61
10530,112,27.59
11032,112,27.61
11535,112,27.59
12037,112,27.61
12538,112,27.67
13024,112,27.55
13526,112,27.61
14027,112,27.61
14530,112,27.59
15032,112,27.61
15534,112,27.61
16035,112,27.63
16538,112,27.55
17040,112,27.59
17525,112,27.73
18027,112,27.61
18529,112,27.61
19031,112,27.61
19533,112,27.59
20035,112,27.63
20537,112,27.59
21039,112,27.67
21524,112,27.61
22026,112,27.59
22528,112,27.63
23030,112,27.63
23532,112,27.67
24034,112,27.59
24536,112,27.63
25038,112,27.61
25540,112,27.53
26025,112,27.59
26527,112,27.59
27029,112,27.61
27531,112,27.59
28033,112,27.63
28535,112,27.69
29037,112,27.67
29539,112,27.67
30024,112,27.55
30526,112,27.73
31028,112,27.73
31531,112,27.69
32032,112,27.67
32534,112,27.69
33036,112,27.67
33538,112,27.69
34040,112,27.79
34525,112,27.63
35027,112,27.67
35529,112,27.73
36031,112,27.69
36533,112,27.67
37036,112,27.69
37537,112,27.75
38039,112,27.69
38524,112,27.73
39026,112,27.75
39528,112,27.73
40031,112,27.73
40532,112,27.73
41034,112,27.63
41536,112,27.75
42038,112,27.79
42541,112,27.73
43025,112,27.73
43528,112,27.75
44029,112,27.73
44531,112,27.75
45033,112,27.79
45536,112,27.81
46038,112,27.79
46539,112,27.75
47025,112,27.75
47526,112,27.79
48028,112,27.81
48530,112,27.81
49033,112,27.75
49534,112,27.73
50036,112,27.81
50538,112,27.79
51041,112,27.81
51525,112,27.79
52027,112,27.79
52530,112,27.79
53031,112,27.79
53533,112,27.79
54035,112,27.81
54538,112,27.79
55040,112,27.85
55525,112,27.81
56027,112,27.85
56528,112,27.79
57030,112,27.81
57533,112,27.81
58035,112,27.81
58536,112,27.85
59038,112,27.87
59524,112,27.85
60025,112,27.81
60527,112,27.85
61030,112,27.85
61532,112,27.85
62033,112,27.81
62535,112,27.85
63038,112,27.81
63540,112,27.81
64025,112,27.87
64527,112,27.85
65029,112,27.91
65530,112,27.85
66032,112,27.85
66535,112,27.91
67037,112,27.85
67538,112,27.93
68024,112,27.81
68526,112,27.91
69027,112,27.87
69529,112,27.87
70032,112,27.93
70534,112,27.91
71035,112,27.91
71537,112,27.95
72040,112,27.93
72524,112,27.91
73027,112,27.93
73529,112,27.93
74031,112,27.95
74532,112,27.93
75034,112,27.95
75537,112,27.99
76039,112,27.93
76524,112,27.93
77026,112,27.99
77528,112,27.99
78029,112,27.99
78532,112,27.93
79034,112,27.93
79536,112,28.01
80037,112,27.99
80539,112,27.95
81025,112,28.01
81526,112,27.99
82029,112,28.01
82531,112,27.99
83033,112,27.99
83534,112,27.99
84037,112,27.95
84539,112,28.01
85024,112,28.01
85526,112,28.05
86028,112,28.01
86530,112,28.05
87031,112,28.01
87534,112,27.95
88036,112,28.07
88538,112,27.99
89039,112,28.05
89525,112,28.05
90027,112,28.07
90529,112,28.05
91031,112,28.05
91533,112,28.05
92035,112,28.01
92537,112,28.07
93039,112,28.07
93523,112,28.07
94026,112,28.05
94528,112,28.11
95030,112,28.07
95532,112,28.11
96034,112,28.07
96536,112,28.11
97038,112,28.07
97540,112,28.11
98025,112,28.05
98527,112,28.11
99030,112,28.11
99531,112,28.07
100033,112,28.07
100535,112,28.11
101038,112,28.19
101539,112,28.19
102025,112,28.11
102526,112,28.19
103028,112,28.17
103530,112,28.17
104033,112,28.13
104535,112,28.17
105036,112,28.17
105539,112,28.19
106023,112,28.19
106526,112,28.13
107028,112,28.19
107530,112,28.13
108032,112,28.23
108534,112,28.13
109036,112,28.19
109538,112,28.19
110040,112,28.23
110525,112,28.19
111028,112,28.23
111529,112,28.19
112031,112,28.31
112533,112,28.25
113036,112,28.25
113538,112,28.19
114039,112,28.31
114525,112,28.19
115026,112,28.25
115528,112,28.23
116031,112,28.25
116533,112,28.25
117035,112,28.19
117537,112,28.25
118039,112,28.25
118524,112,28.23
119026,112,28.27
119528,112,28.31
120030,112,28.27
120532,112,28.25
121034,112,28.25
121536,112,28.27
122039,112,28.27
122541,112,28.33
123026,112,28.27
123528,112,28.23
124029,112,28.33
124531,112,28.31
125034,112,28.31
125536,112,28.37
126038,112,28.33
126540,112,28.33
127025,112,28.39
127527,112,28.33
128029,112,28.37
128531,112,28.37
129034,112,28.27
129536,112,28.37
130037,112,28.39
130539,112,28.45
131024,112,28.37
131526,112,28.31
132029,112,28.43
132531,112,28.39
133032,112,28.37
133534,112,28.31
134037,112,28.43
134539,112,28.43
135024,112,28.37
135526,112,28.43
136028,112,28.39
136530,112,28.47
137032,112,28.43
137534,112,28.39
138036,112,28.45
138539,112,28.39
139040,112,28.43
139526,112,28.53
140027,112,28.45
140529,112,28.43
141032,112,28.45
141534,112,28.47
142035,112,28.43
142537,112,28.47
143040,112,28.51
143524,112,28.51
144027,112,28.45
144529,112,28.51
145031,112,28.47
145533,112,28.47
146035,112,28.45
146537,112,28.47
147039,112,28.51
147524,112,28.51
148026,112,28.57
148529,112,28.57
149030,112,28.57
149532,112,28.53
150035,112,28.51
150537,112,28.53
151038,112,28.47
151524,112,28.57
152026,112,28.51
152527,112,28.53
153030,112,28.57
153532,112,28.53
154034,112,28.63
154535,112,28.59
155038,112,28.59
155540,112,28.57
156025,112,28.53
156527,112,28.57
157029,112,28.59
157532,112,28.57
158033,112,28.63
158535,112,28.69
159037,112,28.51
159540,112,28.57
160024,112,28.57
160527,112,28.65
161029,112,28.71
161530,112,28.65
162033,112,28.57
162535,112,28.65
163037,112,28.65
163538,112,28.65
164024,112,28.71
164526,112,28.63
165028,112,28.63
165530,112,28.75
166032,112,28.69
166535,112,28.69
167036,112,28.65
167538,112,28.69
168040,112,28.69
168525,112,28.69
169027,112,28.71
169530,112,28.71
170032,112,28.71
170533,112,28.75
171036,112,28.69
171538,112,28.83
172040,112,28.75
172525,112,28.77
173027,112,28.69
173529,112,28.75
174031,112,28.77
174533,112,28.71
175035,112,28.75
175537,112,28.77
176039,112,28.77
176524,112,28.71
177027,112,28.79
177528,112,28.77
178030,112,28.83
178533,112,28.77
179035,112,28.83
179536,112,28.75
180038,112,28.83
180524,112,28.79
181025,112,28.83
181528,112,28.85
182030,112,28.83
182532,112,28.83
183034,112,28.85
183536,112,28.85
184038,112,28.85
184540,112,28.89
185025,112,28.85
185528,112,28.85
186030,112,28.89
186531,112,28.91
187033,112,28.91
187536,112,28.85
188038,112,28.89
188539,112,28.91
189025,112,28.91
189527,112,28.85
190029,112,28.91
190531,112,28.91
191033,112,28.91
191535,112,28.95
192037,112,28.97
192539,112,28.91
193025,112,28.97
193526,112,29.03
194028,112,28.95
194531,112,28.95
195033,112,28.95
195534,112,28.95
196036,112,28.99
196539,112,28.97
197023,112,28.97
197526,112,28.99
198028,112,29.05
198530,112,28.97
199032,112,29.03
199534,112,28.97
200036,112,28.99
200538,112,29.03
201040,112,28.97
201525,112,28.99
202028,112,29.09
202529,112,29.03
203031,112,28.99
203534,112,29.05
204036,112,29.03
204537,112,29.11
205039,112,29.03
205524,112,29.11
206026,112,29.15
206529,112,29.11
207031,112,29.09
207533,112,29.05
208035,112,29.15
208537,112,29.11
209039,112,29.11
209524,112,29.19
210026,112,29.09
210528,112,29.11
211031,112,29.11
211532,112,29.15
212034,112,29.15
212537,112,29.15
213039,112,29.11
213524,112,29.11
214026,112,29.19
214528,112,29.11
215029,112,29.17
215532,112,29.17
216034,112,29.15
216536,112,29.19
217038,112,29.17
217540,112,29.23
218025,112,29.19
218527,112,29.17
219029,112,29.23
219531,112,29.23
220034,112,29.15
220535,112,29.23
221037,112,29.23
221540,112,29.17
222024,112,29.15
222527,112,29.17
223029,112,29.25
223531,112,29.29
224032,112,29.25
224535,112,29.23
225037,112,29.23
225539,112,29.15
226024,112,29.25
226526,112,29.31
227028,112,29.23
227530,112,29.25
228032,112,29.19
228534,112,29.29
229037,112,29.29
229538,112,29.29
230040,112,29.25
230525,112,29.35
231027,112,29.31
231530,112,29.31
232032,112,29.35
232534,112,29.29
233035,112,29.25
233538,112,29.31
234040,112,29.23
234525,112,29.31
235027,112,29.29
235529,112,29.31
236032,112,29.39
236533,112,29.43
237035,112,29.37
237537,112,29.37
238040,112,29.49
238524,112,29.39
239027,112,29.39
239528,112,29.43
240030,112,29.39
240533,112,29.43
241035,112,29.35
241537,112,29.43
242038,112,29.37
242524,112,29.43
243025,112,29.43
243528,112,29.45
244030,112,29.43
244532,112,29.39
245035,112,29.49
245536,112,29.43
246038,112,29.43
246540,112,29.43
247025,112,29.39
247527,112,29.43
248030,112,29.51
248531,112,29.49
249033,112,29.43
249536,112,29.49
250038,112,29.43
250540,112,29.57
251025,112,29.43
251527,112,29.43
252028,112,29.51
252531,112,29.55
253033,112,29.55
253535,112,29.51
254038,112,29.55
254539,112,29.55
255025,112,29.57
255526,112,29.51
256028,112,29.57
256530,112,29.57
257033,112,29.57
257534,112,29.63
258036,112,29.59
258538,112,29.51
259023,112,29.55
259525,112,29.59
260028,112,29.55
260530,112,29.65
261031,112,29.55
261534,112,29.51
262036,112,29.63
262538,112,29.65
263040,112,29.57
263525,112,29.63
264028,112,29.65
264529,112,29.63
265031,112,29.65
265533,112,29.69
266036,112,29.63
266537,112,29.69
267039,112,29.59
267525,112,29.65
268026,112,29.71
268528,112,29.69
269031,112,29.63
269533,112,29.65
270034,112,29.65
270536,112,29.69
271039,112,29.69
271524,112,29.65
272026,112,29.69
272528,112,29.71
273030,112,29.71
273532,112,29.77
274034,112,29.77
274536,112,29.71
275038,112,29.69
275540,112,29.71
276025,112,29.79
276528,112,29.71
277029,112,29.75
277531,112,29.75
278034,112,29.77
278536,112,29.75
279037,112,29.75
279539,112,29.77
280025,112,29.77
280527,112,29.77
281029,112,29.71
281531,112,29.79
282033,112,29.85
282535,112,29.85
283037,112,29.77
283539,112,29.79
284024,112,29.83
284526,112,29.75
285028,112,29.83
285531,112,29.83
286032,112,29.83
286534,112,29.89
287037,112,29.85
287539,112,29.85
288024,112,29.83
288526,112,29.83
289028,112,29.91
289529,112,29.89
290032,112,29.85
290534,112,29.91
291036,112,29.89
291538,112,29.85
292040,112,29.91
292526,112,29.89
293027,112,29.93
293529,112,29.93
294031,112,29.83
294534,112,29.93
295035,112,29.89
295537,112,29.93
296040,112,29.97
296524,112,29.83
297027,112,29.85
297529,112,29.89
298031,112,29.97
298532,112,29.99
299035,112,29.91
299537,112,29.99
